movieId,director,actors
8427,Neal Israel,John Ritter;Harvey Korman;Fred Willard;Chief Dan George;Richard Schaal
8446,Allan Dwan,John Wayne;John Agar;Adele Mara;Forrest Tucker;Wally Cassell
8447,Joseph M. Newman,Rex Reason;Faith Domergue;Jeff Morrow;Lance Fuller;Robert Nichols
8450,Mervyn LeRoy,Fredric March;Olivia de Havilland;Donald Woods;Anita Louise;Edmund Gwenn
8451,Richard Brooks,Glenn Ford;Anne Francis;Louis Calhern;Margaret Hayes;John Hoyt
8454,Bakhtyar Khudojnazarov,Moritz Bleibtreu;Chulpan Khamatova;Ato Mukhamedzhanov;Merab Ninidze;Polina Raykina
8456,Elio Petri,Gian Maria Volonté;Florinda Bolkan;Gianni Santuccio;Orazio Orlando;Sergio Tramonti
8458,Mitchell Leisen,Olivia de Havilland;John Lund;Mary Anderson;Roland Culver;Phillip Terry
8459,William Wyler,Olivia de Havilland;Montgomery Clift;Ralph Richardson;Miriam Hopkins;Vanessa Brown
8461,Harold S. Bucquet,Katharine Hepburn;Walter Huston;Aline MacMahon;Akim Tamiroff;Turhan Bey
8462,Robert Wise,William Holden;June Allyson;Barbara Stanwyck;Fredric March;Walter Pidgeon
8463,Jean Negulesco,Jane Wyman;Lew Ayres;Charles Bickford;Agnes Moorehead;Stephen McNally
8464,Morgan Spurlock,Morgan Spurlock;Daryl Isaacs;Lisa Ganjhu;Stephen Siegel;Bridget Bennett
8465,Mervyn LeRoy,Robert Taylor;Lana Turner;Edward Arnold;Van Heflin;Robert Sterling
8477,Chris Marker,Jean Négroni;Hélène Chatelain;Davos Hanich;Jacques Ledoux;André Heinrich
8481,King Vidor,Spencer Tracy;Robert Young;Walter Brennan;Ruth Hussey;Nat Pendleton
8482,Albert Lewin,Hurd Hatfield;George Sanders;Donna Reed;Angela Lansbury;Peter Lawford
8484,Masaki Kobayashi,Tatsuya Nakadai;Michiyo Aratama;Chikage Awashima;Ineko Arima;Sō Yamamura
8487,Charles Walters,Doris Day;David Niven;Janis Paige;Spring Byington;Richard Haydn
8491,Raoul Walsh,James Cagney;Virginia Mayo;Edmond O'Brien;Margaret Wycherly;Steve Cochran
8492,Brian Desmond Hurst,Alastair Sim;Mervyn Johns;Glyn Dearman;George Cole;Brian Worth
8493,Michael Caton-Jones,Matthew Modine;Eric Stoltz;Tate Donovan;D. B. Sweeney;Billy Zane
8494,Norman Jewison,Steve McQueen;Edward G. Robinson;Ann-Margret;Karl Malden;Tuesday Weld
8495,Steve Buscemi,Willem Dafoe;Edward Furlong;Danny Trejo;Mark Boone Junior;Seymour Cassel
8500,Jun Fukuda,Masaaki Daimon;Kazuya Aoyama;Reiko Tajima;Akihiko Hirata;Hiroshi Koizumi
8501,Robert Harmon,Rutger Hauer;C. Thomas Howell;Jennifer Jason Leigh;Jeffrey DeMunn;Billy Green Bush
8502,George Sidney,Kathryn Grayson;Ava Gardner;Howard Keel;Joe E. Brown;Marge Champion
8506,Nicolas Winding Refn,John Turturro;Deborah Kara Unger;Stephen Eric McIntyre;William Allen Young;Gene Davis
8507,Tod Browning,Harry Earles;Olga Baclanova;Daisy Earles;Henry Victor;Wallace Ford
8511,Charlie Chaplin,Charlie Chaplin;Edna Purviance;Eric Campbell;Albert Austin;Henry Bergman
8512,Mel Brooks,Mel Brooks;Marty Feldman;Dom DeLuise;Sid Caesar;Harold Gould
8518,Clarence Brown,Greta Garbo;Charles Bickford;George F. Marion;Marie Dressler;James T. Mack
8521,Rouben Mamoulian,Fredric March;Miriam Hopkins;Rose Hobart;Holmes Herbert;Halliwell Hobbes
8526,Frank Coraci,Jackie Chan;Steve Coogan;Cécile de France;Jim Broadbent;Ewen Bremner
8528,Rawson Marshall Thurber,Vince Vaughn;Christine Taylor;Ben Stiller;Rip Torn;Justin Long
8529,Steven Spielberg,Tom Hanks;Catherine Zeta-Jones;Stanley Tucci;Chi McBride;Diego Luna
8530,Shona Auerbach,Gerard Butler;Emily Mortimer;Jack McElhone;Sharon Small;Katy Murphy
8531,Keenen Ivory Wayans,Shawn Wayans;Marlon Wayans;Frankie Faison;Terry Crews;Faune Chambers Watkins
8532,Tod Williams,Jeff Bridges;Kim Basinger;Jon Foster;Mimi Rogers;Elle Fanning
8533,Nick Cassavetes,Ryan Gosling;Rachel McAdams;Gena Rowlands;James Garner;Joan Allen
8534,Jean-Jacques Annaud,Guy Pearce;Jean-Claude Dreyfus;Freddie Highmore;Oanh Nguyen;Philippine Leroy-Beaulieu
8535,Irwin Winkler,Kevin Kline;Ashley Judd;Jonathan Pryce;Kevin McNally;Sandra Nelson
8542,Sam Wood,Groucho Marx;Chico Marx;Harpo Marx;Allan Jones;Maureen O'Sullivan
8571,Paul Mazursky,Natalie Wood;Robert Culp;Elliott Gould;Dyan Cannon;Horst Ebersberg
8574,Will Vinton,Tim Conner;Johnny Counterfit
8577,Oliver Stone,Oliver Stone;Juanita Vera;Fidel Castro;Che Guevara;John F. Kennedy
8578,Michael Spierig,Felicity Mason;Mungo McKay;Rob Jenkins;Lisa Cunningham;Dirk Hunter
8580,James Lapine,Bernadette Peters;Chip Zien;Joanna Gleason;Tom Aldredge;Robert Westenberg
8581,Martyn Burke,Noah Wyle;Anthony Michael Hall;Joey Slotnick;J.G. Hertzler;Wayne Pére
8582,Mark Achbar,Noam Chomsky;Mark Achbar;Edward S. Herman;William F. Buckley Jr.;Peter Jennings
8587,George Hickenlooper,Rodney Bingenheimer;Kim Fowley;Exene Cervenka;John Doe;Courtney Love
8588,Chen Kaige,Heather Graham;Joseph Fiennes;Natascha McElhone;Ulrich Thomsen;Ian Hart
8591,Stewart Raffill,Michael Paré;Nancy Allen;Eric Christmas;Bobby Di Cicco;Louise Latham
8593,Ernest R. Dickerson,Omar Epps;Tupac Shakur;Khalil Kain;Jermaine Hopkins;Cindy Herron
8596,Blake Edwards,Peter Sellers;Herbert Lom;Dyan Cannon;Robert Webber;Robert Loggia
8600,Michael Curtiz,James Cagney;Pat O’Brien;Humphrey Bogart;Ann Sheridan;George Bancroft
8601,Jean Vigo,Jean Dasté;Robert le Flon;Du Verron;Delphin;Léon Larive
8604,Gérard Pirès,Samy Naceri;Frédéric Diefenthal;Marion Cotillard;Manuela Gourary;Emma Wiklund
8605,Gérard Krawczyk,Samy Naceri;Frédéric Diefenthal;Bernard Farcy;Bai Ling;Emma Wiklund
8607,Satoshi Kon,Aya Okamoto;Yoshiaki Umegaki;Tohru Emori;Satomi Korogi;Mamiko Noto
8609,John G. Blystone,Buster Keaton;Joe Roberts;Natalie Talmadge;Francis X. Bushman Jr.;Craig Ward
8610,Carl Reiner,Steve Martin;Lily Tomlin;Victoria Tennant;Madolyn Smith Osborne;Richard Libertini
8611,H. C. Potter,Loretta Young;Joseph Cotten;Ethel Barrymore;Charles Bickford;Rose Hobart
8614,Garry Marshall,Goldie Hawn;Kurt Russell;Edward Herrmann;Mike Hagerty;Katherine Helmond
8617,Daniel Mann,Elizabeth Taylor;Laurence Harvey;Eddie Fisher;Dina Merrill;Mildred Dunnock
8620,Luis Buñuel,Silvia Pinal;Enrique Rambal;Jacqueline Andere;José Baviera;Augusto Benedico
8622,Michael Moore,Michael Moore;John Conyers;Abdul Henderson;Craig Unger;George W. Bush
8623,Fred Schepisi,Steve Martin;Daryl Hannah;Rick Rossovich;Shelley Duvall;John Kapelos
8626,Freddie Francis,Peter Cushing;Christopher Lee;Roy Castle;Alan Freeman;Donald Sutherland
8632,Imogen Kimmel,Charlotte Brittain;Lee Ross;Annette Badland;James Wooton;Charles Dale
8633,Nick Castle,Lance Guest;Robert Preston;Chris Hebert;Kay E. Kuter;Dan Mason
8636,Sam Raimi,Tobey Maguire;Kirsten Dunst;James Franco;Alfred Molina;Rosemary Harris
8638,Richard Linklater,Ethan Hawke;Julie Delpy;Vernon Dobtcheff;Louise Lemoine Torrès;Rodolphe Pauly
8640,Antoine Fuqua,Clive Owen;Ioan Gruffudd;Keira Knightley;Mads Mikkelsen;Joel Edgerton
8641,Adam McKay,Will Ferrell;Christina Applegate;Paul Rudd;Steve Carell;David Koechner
8643,Mark Rosman,Hilary Duff;Chad Michael Murray;Jennifer Coolidge;Dan Byrd;Regina King
8644,Alex Proyas,Will Smith;Alan Tudyk;Bridget Moynahan;James Cromwell;Bruce Greenwood
8645,Joshua Marston,Catalina Sandino Moreno;Guilied Lopez;Yenny Paola Vega;Jhon Álex Toro;Virgina Ariza
8650,Sidney Lumet,Katharine Hepburn;Ralph Richardson;Dean Stockwell;Jason Robards;Jeanne Barr
8656,Krzysztof Kieślowski,Mirosław Baka;Krzysztof Globisz;Jan Tesarz;Zbigniew Zapasiewicz;Barbara Dziekan
8665,Paul Greengrass,Matt Damon;Franka Potente;Brian Cox;Julia Stiles;Karl Urban
8666,Pitof,Halle Berry;Benjamin Bratt;Sharon Stone;Lambert Wilson;Frances Conroy
8667,Michael Mayer,Colin Farrell;Robin Wright;Dallas Roberts;Sissy Spacek;Ryan Donowho
8670,Fritz Lang,Rudolf Klein-Rogge;Oscar Beregi Sr.;Camilla Spira;Otto Wernicke;Paul Henckels
8677,Ford Beebe,Buster Crabbe;Carol Hughes;Charles Middleton;Anne Gwynne;Frank Shannon
8684,Robert Bresson,François Leterrier;Charles Le Clainche;Maurice Beerblock;Roland Monod;Jacques Ertaud
8685,Ladislao Vajda,Pablito Calvo;Rafael Rivelles;Antonio Vico;Juan Calvo;José Marco Davó
8690,George Roy Hill,Michael Sacks;Ron Leibman;Eugene Roche;Sharon Gans;Valerie Perrine
8695,Irving Reis,Cary Grant;Myrna Loy;Shirley Temple;Rudy Vallee;Ray Collins
8711,H. C. Potter,Cary Grant;Myrna Loy;Melvyn Douglas;Reginald Denny;Sharyn Moffett
8712,Garson Kanin,Irene Dunne;Cary Grant;Gail Patrick;Randolph Scott;Ann Shoemaker
8713,Ken Annakin,Tami Erin;David Seaman;Cory Crow;Eileen Brennan;Dennis Dugan
8714,Michael Curtiz,Cary Grant;Alexis Smith;Monty Woolley;Ginny Simms;Jane Wyman
8718,Anatole Litvak,Olivia de Havilland;Mark Stevens;Leo Genn;Celeste Holm;Glenn Langan
8720,Rod Daniel,Joe Pesci;Vincent Gardenia;Madolyn Smith Osborne;Stacey Travis;Carole Shelley
8724,Luchino Visconti,Burt Lancaster;Claudia Cardinale;Alain Delon;Paolo Stoppa;Rina Morelli
8727,John Schlesinger,Donald Sutherland;Karen Black;Burgess Meredith;William Atherton;Geraldine Page
8730,David L. Cunningham,Ciarán McMenamin;Robert Carlyle;Kiefer Sutherland;Mark Strong;Yugo Saso
8738,Jean-Luc Godard,Anna Karina;Jean-Claude Brialy;Jean-Paul Belmondo;Henri Attal;Karyn Balm
8743,John Hough,Neil Dickson;Alex Hyde-White;Fiona Hutchison;Peter Cushing;Marcus Gilbert
8748,Vittorio De Sica,Sophia Loren;Marcello Mastroianni;Aldo Giuffrè;Agostino Salvietti;Lino Mattera
8753,Joan Sekler,James Baker III;George W. Bush;Jeb Bush;Antonin Scalia;Clarence Thomas
8754,Ronald Neame,Maggie Smith;Robert Stephens;Pamela Franklin;Celia Johnson;Gordon Jackson
8755,Martin Scorsese,Martin Scorsese
8765,Frank Tuttle,Veronica Lake;Robert Preston;Laird Cregar;Alan Ladd;Tully Marshall
8771,Roy William Neill,Basil Rathbone;Nigel Bruce;Alan Mowbray;Dennis Hoey;Renee Godfrey
8772,Martin Ritt,Richard Burton;Claire Bloom;Oskar Werner;Sam Wanamaker;George Voskovec
8773,Roy William Neill,Basil Rathbone;Nigel Bruce;Lionel Atwill;William Post Jr.;Kaaren Verne
8774,Roy William Neill,Basil Rathbone;Nigel Bruce;Hillary Brooke;Henry Daniell;Paul Cavanagh
8778,Roy William Neill,Basil Rathbone;Nigel Bruce;Patricia Morison;Frederick Worlock;Harry Cording
8781,Jonathan Demme,Denzel Washington;Meryl Streep;Liev Schreiber;Simon McBurney;Kimberly Elise
8782,Jonathan Frakes,Brady Corbet;Bill Paxton;Anthony Edwards;Ben Kingsley;Sophia Myles
8783,M. Night Shyamalan,Bryce Dallas Howard;Joaquin Phoenix;Adrien Brody;William Hurt;Sigourney Weaver
8784,Zach Braff,Zach Braff;Natalie Portman;Ian Holm;Peter Sarsgaard;Jean Smart
8795,Kim Sung-soo,Jung Woo-sung;Ahn Sung-ki;Ju Jin-mo;Park Yong-woo;Zhang Ziyi
8796,Richard Lester,Zero Mostel;Jack Gilford;Phil Silvers;Buster Keaton;Michael Crawford
8798,Michael Mann,Tom Cruise;Jamie Foxx;Jada Pinkett Smith;Mark Ruffalo;Peter Berg
8799,Nick Hurran,Brittany Murphy;Holly Hunter;Kathy Bates;Ron Livingston;Julianne Nicholson
8800,Michael Winterbottom,Tim Robbins;Samantha Morton;Nabil Elouahabi;Om Puri;Emil Marwa
8804,Claude Chabrol,Isabelle Huppert;François Cluzet;Nils Tavernier;Marie Trintignant;Guillaume Foutrier
8807,Danny Leiner,John Cho;Kal Penn;Paula Garcés;Neil Patrick Harris;David Krumholtz
8808,Garry Marshall,Anne Hathaway;Julie Andrews;Héctor Elizondo;John Rhys-Davies;Heather Matarazzo
8809,Jeff Balsmeyer,Rhys Ifans;Miranda Otto;Justine Clarke;Rhys Muldoon;John Batchelor
8810,Paul W. S. Anderson,Sanaa Lathan;Lance Henriksen;Ian Whyte;Raoul Bova;Ewen Bremner
8813,John Curran,Mark Ruffalo;Laura Dern;Peter Krause;Naomi Watts;Sam Charles
8814,Steven Brill,Seth Green;Matthew Lillard;Dax Shepard;Ethan Suplee;Abraham Benrubi
8815,Renny Harlin,Stellan Skarsgård;Izabella Scorupco;James D'Arcy;Julian Wadham;Remy Sweeney
8827,Bill Cosby,Bill Cosby
8830,Dwight H. Little,Johnny Messner;KaDee Strickland;Matthew Marsden;Nicholas Gonzalez;Eugene Byrd
8831,E. Elias Merhige,Aaron Eckhart;Ben Kingsley;Carrie-Anne Moss;Harry Lennix;Kevin Chamberlin
8832,He Ping,Jiang Wen;Kiichi Nakai;Wang Xueqi;Zhao Wei;Bagen Hasi
8833,Mira Nair,Reese Witherspoon;James Purefoy;Jonathan Rhys Meyers;Romola Garai;Gabriel Byrne
8835,Paul Abascal,Cole Hauser;Robin Tunney;Dennis Farina;Daniel Baldwin;Tom Sizemore
8836,Paul McGuigan,Josh Hartnett;Rose Byrne;Matthew Lillard;Diane Kruger;Christopher Cousins
8838,Martin Scorsese,Ellen Burstyn;Kris Kristofferson;Alfred Lutter;Harvey Keitel;Diane Ladd
8840,Martin Scorsese,Harvey Keitel;Zina Bethune;Anne Collette;Lennard Kuras;Michael Scala
8844,Krzysztof Kieślowski,Jerzy Stuhr;Małgorzata Ząbkowska;Ewa Pokas;Stefan Czyżewski;Jerzy Nowak
8860,David R. Ellis,Kim Basinger;Chris Evans;Jason Statham;William H. Macy;Noah Emmerich
8861,Alexander Witt,Milla Jovovich;Sienna Guillory;Oded Fehr;Thomas Kretschmann;Sophie Vavasseur
8864,Charles Stone III,Bernie Mac;Angela Bassett;Michael Rispoli;Brian J. White;Dondré Whitfield
8865,Kerry Conran,Jude Law;Gwyneth Paltrow;Angelina Jolie;Giovanni Ribisi;Michael Gambon
8866,Richard Loncraine,Kirsten Dunst;Paul Bettany;Sam Neill;Jon Favreau;Bernard Hill
8869,Forest Whitaker,Katie Holmes;Marc Blucas;Amerie;Michael Keaton;Margaret Colin
8870,Joseph Ruben,Julianne Moore;Dominic West;Gary Sinise;Anthony Edwards;Alfre Woodard
8873,Walter Salles,Gael García Bernal;Rodrigo de la Serna;Mercedes Morán;Mía Maestro;Jean Pierre Noher
8874,Edgar Wright,Simon Pegg;Nick Frost;Kate Ashfield;Lucy Davis;Dylan Moran
8875,Daniel Mann,Burt Lancaster;Shirley Booth;Terry Moore;Richard Jaeckel;Philip Ober
8879,Sidney Lumet,Albert Finney;Lauren Bacall;Martin Balsam;Ingrid Bergman;Sean Connery
8880,Peter Bogdanovich,Cher;Sam Elliott;Eric Stoltz;Estelle Getty;Richard Dysart
8894,Michael Anderson,Richard Harris;Charlotte Rampling;Will Sampson;Bo Derek;Keenan Wynn
8905,Ridley Scott,Gérard Depardieu;Armand Assante;Sigourney Weaver;Loren Dean;Ángela Molina
8906,Ruggero Deodato,Robert Kerman;Francesca Ciardi;Perry Pirkanen;Luca Barbareschi;Salvatore Basile
8907,Vicky Jenson,Will Smith;Robert De Niro;Renée Zellweger;Jack Black;Angelina Jolie
8908,Jay Russell,Joaquin Phoenix;John Travolta;Jacinda Barrett;Robert Patrick;Morris Chestnut
8910,David O. Russell,Jason Schwartzman;Isabelle Huppert;Dustin Hoffman;Lily Tomlin;Jude Law
8911,Sean McNamara,Hilary Duff;Oliver James;David Keith;Johnny Lewis;Rita Wilson
8912,Tim Story,Queen Latifah;Jimmy Fallon;Gisele Bündchen;Henry Simmons;Jennifer Esposito
8914,Shane Carruth,Shane Carruth;David Sullivan;Casey Gooden;Anand Upadhyaya;Carrie Crawford
8915,Richard Eyre,Claire Danes;Billy Crudup;Derek Hutchinson;Mark Letheren;Tom Wilkinson
8916,Peter Chelsom,Richard Gere;Jennifer Lopez;Susan Sarandon;Stanley Tucci;Lisa Ann Walter
8917,Trey Parker,Trey Parker;Matt Stone;Kristen Miller;Chelsea Marguerite;Masasa Moyo
8918,Michael Clancy,Hank Azaria;Jesse Bradford;Zooey Deschanel;Glenne Headly;Famke Janssen
8919,Dylan Kidd,Laura Linney;Gabriel Byrne;Lois Smith;Paul Rudd;Topher Grace
8920,George Seaton,Bing Crosby;Grace Kelly;William Holden;Anthony Ross;Gene Reynolds
8921,Daniel Mann,Anna Magnani;Burt Lancaster;Marisa Pavan;Ben Cooper;Virginia Grey
8928,Roman Polanski,Jack MacGowran;Roman Polanski;Alfie Bass;Jessie Robins;Sharon Tate
8933,Denys Arcand,Dominique Michel;Dorothée Berryman;Louise Portal;Pierre Curzi;Rémy Girard
8934,Bruce W. Smith,Robin Harris;Faizon Love;Vanessa Bell Calloway;Wayne Collins Jr.;Marques Houston
8937,Peter Berg,Billy Bob Thornton;Lucas Black;Garrett Hedlund;Derek Luke;Jay Hernandez
8938,Jonathan Caouette,Renee Leblanc;Adolph Davis;Jonathan Caouette;Rosemary Davis;David Sanin Paz
8939,Omar Naim,Robin Williams;Mira Sorvino;Jim Caviezel;Mimi Kuzyk;Stephanie Romanov
8943,István Szabó,Annette Bening;Jeremy Irons;Miriam Margolyes;Bruce Greenwood;Michael Gambon
8946,Mike Mitchell,Ben Affleck;James Gandolfini;Christina Applegate;Catherine O'Hara;Josh Zuckerman
8947,Takashi Shimizu,Noriko Sakai;Shingo Katsurayama;Yui Ichikawa;Emi Yamamoto;Chiharu Niiyama
8948,Charles Shyer,Jude Law;Marisa Tomei;Omar Epps;Jane Krakowski;Renée Taylor
8949,Alexander Payne,Paul Giamatti;Thomas Haden Church;Virginia Madsen;Sandra Oh;Marylouise Burke
8950,Brad Anderson,Christian Bale;Jennifer Jason Leigh;Aitana Sánchez-Gijón;John Sharian;Michael Ironside
8951,Mike Leigh,Imelda Staunton;Phil Davis;Sally Hawkins;Daniel Mays;Eddie Marsan
8952,Scott Smith,Miranda Richardson;Callum Keith Rennie;Katharine Isabelle;Kristin Adams;Birkett Turton
8954,Antoine Fuqua,Gregg Allman;Solomon Burke;Bill Cosby;Chuck D;Buddy Guy
8955,David Gordon Green,Jamie Bell;Josh Lucas;Dermot Mulroney;Devon Alan;Kristen Stewart
8957,James Wan,Cary Elwes;Leigh Whannell;Danny Glover;Monica Potter;Ken Leung
8958,Taylor Hackford,Jamie Foxx;Kerry Washington;Regina King;Harry Lennix;Clifton Powell
8959,Jonathan Glazer,Nicole Kidman;Cameron Bright;Danny Huston;Lauren Bacall;Alison Elliott
8961,Brad Bird,Craig T. Nelson;Holly Hunter;Sarah Vowell;Spencer Fox;Jason Lee
8964,Franco Zeffirelli,Fanny Ardant;Jeremy Irons;Joan Plowright;Jay Rodan;Gabriel Garko
8965,Robert Zemeckis,Tom Hanks;Leslie Zemeckis;Eddie Deezen;Nona Gaye;Peter Scolari
8966,Bill Condon,Liam Neeson;Laura Linney;Chris O'Donnell;Peter Sarsgaard;Timothy Hutton
8967,Don Mancini,Brad Dourif;Jennifer Tilly;Billy Boyd;Redman;Hannah Spearritt
8968,Brett Ratner,Pierce Brosnan;Salma Hayek Pinault;Woody Harrelson;Don Cheadle;Naomie Harris
8969,Beeban Kidron,Renée Zellweger;Colin Firth;Hugh Grant;Jacinda Barrett;Jim Broadbent
8970,Marc Forster,Johnny Depp;Kate Winslet;Julie Christie;Dustin Hoffman;Freddie Highmore
8972,Jon Turteltaub,Nicolas Cage;Diane Kruger;Justin Bartha;Sean Bean;Jon Voight
8973,Pedro Almodóvar,Gael García Bernal;Fele Martínez;Daniel Giménez Cacho;Lluís Homar;Francisco Maestre
8974,Stephen Hillenburg,Tom Kenny;Clancy Brown;Rodger Bumpass;Bill Fagerbakke;Mr. Lawrence
8977,Oliver Stone,Colin Farrell;Angelina Jolie;Val Kilmer;Jared Leto;Jonathan Rhys Meyers
8978,Joe Roth,Tim Allen;Jamie Lee Curtis;Dan Aykroyd;M. Emmet Walsh;Elizabeth Franz
8979,Robert Stone,Patricia Hearst
8981,Mike Nichols,Jude Law;Natalie Portman;Julia Roberts;Clive Owen;Colin Stinton
8982,Paul Feig,Ben Tibber;Jim Caviezel;Joan Plowright;Hristo Shopov;Silvia De Santis
8983,Zhang Yimou,Takeshi Kaneshiro;Andy Lau;Zhang Ziyi;Song Dandan;Zhao Hongfei
8984,Steven Soderbergh,George Clooney;Brad Pitt;Matt Damon;Catherine Zeta-Jones;Andy García
8985,David S. Goyer,Wesley Snipes;Jessica Biel;Ryan Reynolds;Kris Kristofferson;Dominic Purcell
8987,Joseph Mealey,Jim Hightower;Jacques Vroom;Cathy Bonner;Bruce Buchanan;Max Cleland
8989,Stanley Donen,Tab Hunter;Gwen Verdon;Ray Walston;Russ Brown;Shannon Bolin
8998,Jack Haley Jr.,Fred Astaire;Bing Crosby;Gene Kelly;Peter Lawford;Liza Minnelli
9004,Simon Wincer,Barret Oliver;Mary Beth Hurt;Michael McKean;Kathryn Walker;Colleen Camp
9005,Rob Lieberman,D. B. Sweeney;Robert Patrick;Craig Sheffer;Peter Berg;Henry Thomas
9008,Joe May,Cedric Hardwicke;Vincent Price;Nan Grey;John Sutton;Cecil Kellaway
9010,Yann Samuell,Guillaume Canet;Marion Cotillard;Thibault Verhaeghe;Joséphine Lebas-Joly;Emmanuelle Grönvold
9018,Jehane Noujaim,Samir Khader;Josh Rushing;Hassan Ibrahim;Abdul Jabbar Al-Kubeisi;Nabeel Khoury
25746,Wallace Worsley,Lon Chaney;Patsy Ruth Miller;Norman Kerry;Kate Lester;Winifred Bryson
25750,Buster Keaton,Buster Keaton;Kathryn McGuire;Joe Keaton;Erwin Connelly;Ward Crane
25752,Fred C. Newmeyer,Harold Lloyd;Jobyna Ralston;Brooks Benedict;Hazel Keener;Joseph Harrington
25753,Erich von Stroheim,Gibson Gowland;Zasu Pitts;Jean Hersholt;Dale Fuller;Tempe Pigott
25757,Alan Crosland,Al Jolson;May McAvoy;Warner Oland;Eugenie Besserer;Otto Lederer
25769,Charles Reisner,Buster Keaton;Tom McGuire;Ernest Torrence;Tom Lewis;Marion Byron
25771,Luis Buñuel,Simone Mareuil;Pierre Batcheff;Luis Buñuel;Salvador Dalí;Robert Hommet
25773,Mervyn LeRoy,Edward G. Robinson;Douglas Fairbanks Jr.;Glenda Farrell;William Collier Jr.;Sidney Blackmer
25782,Jean Renoir,Michel Simon;Marcelle Hainia;Sévérine Lerczinska;Jean Gehret;Max Dalban
25788,Howard Hawks,Paul Muni;Ann Dvorak;Karen Morley;Osgood Perkins;C. Henry Gordon
25795,George Cukor,Marie Dressler;John Barrymore;Wallace Beery;Jean Harlow;Lionel Barrymore
25797,Mervyn LeRoy,Warren William;Joan Blondell;Aline MacMahon;Ruby Keeler;Dick Powell
25805,Jean Vigo,Michel Simon;Dita Parlo;Jean Dasté;Gilles Margaritis;Louis Lefebvre
25825,Fritz Lang,Sylvia Sidney;Spencer Tracy;Walter Abel;Bruce Cabot;Edward Ellis
25826,Jack Conway,Jean Harlow;William Powell;Myrna Loy;Spencer Tracy;Walter Connolly
25827,Frank Capra,Gary Cooper;Jean Arthur;George Bancroft;Lionel Stander;Douglass Dumbrille
25833,George Cukor,Greta Garbo;Robert Taylor;Lionel Barrymore;Elizabeth Allan;Jessie Ralph
25834,Victor Fleming,Freddie Bartholomew;Spencer Tracy;Lionel Barrymore;Melvyn Douglas;Charley Grapewin
25841,Gregory La Cava,Katharine Hepburn;Ginger Rogers;Adolphe Menjou;Gail Patrick;Constance Collier
25850,George Cukor,Katharine Hepburn;Cary Grant;Doris Nolan;Lew Ayres;Edward Everett Horton
25855,Raoul Walsh,James Cagney;Priscilla Lane;Humphrey Bogart;Gladys George;Jeffrey Lynn
25856,William Wyler,Merle Oberon;Laurence Olivier;David Niven;Flora Robson;Donald Crisp
25865,William Wyler,Bette Davis;Herbert Marshall;James Stephenson;Frieda Inescort;Gale Sondergaard
25870,Alexander Hall,Robert Montgomery;Evelyn Keyes;Claude Rains;Rita Johnson;Edward Everett Horton
25886,Mervyn LeRoy,Ronald Colman;Greer Garson;Philip Dorn;Susan Peters;Henry Travers
25887,Julien Duvivier,Charles Boyer;Rita Hayworth;Ginger Rogers;Henry Fonda;Charles Laughton
25898,Carl Theodor Dreyer,Thorkild Roose;Lisbeth Movin;Preben Lerdorff Rye;Sigrid Neiiendam;Anna Svierkier
25905,Preston Sturges,Eddie Bracken;Betty Hutton;Diana Lynn;William Demarest;Porter Hall
25906,Vincent Sherman,Bette Davis;Claude Rains;Walter Abel;George Coulouris;Richard Waring
25923,David Lean,John Mills;Valerie Hobson;Tony Wager;Jean Simmons;Bernard Miles
25927,Orson Welles,Edward G. Robinson;Loretta Young;Orson Welles;Philip Merivale;Richard Long
25937,Charles Walters,Judy Garland;Fred Astaire;Peter Lawford;Ann Miller;Jules Munshin
25940,Orson Welles,Rita Hayworth;Orson Welles;Everett Sloane;Glenn Anders;Ted de Corsia
25946,George Sidney,Gene Kelly;Lana Turner;June Allyson;Van Heflin;Angela Lansbury
25947,Preston Sturges,Rex Harrison;Linda Darnell;Rudy Vallee;Barbara Lawrence;Kurt Kreuger
25952,Joseph L. Mankiewicz,Ann Sothern;Linda Darnell;Jeanne Crain;Kirk Douglas;Paul Douglas
25959,George Sidney,Betty Hutton;Howard Keel;Louis Calhern;J. Carrol Naish;Edward Arnold
25962,Compton Bennett,Deborah Kerr;Stewart Granger;Richard Carlson;Hugo Haas;Lowell Gilmore
25963,Luis Buñuel,Estela Inda;Miguel Inclán;Alfonso Mejía;Roberto Cobo;Alma Delia Fuentes
25996,George Cukor,Judy Garland;James Mason;Jack Carson;Charles Bickford;Tommy Noonan
25999,László Benedek,Marlon Brando;Mary Murphy;Robert Keith;Lee Marvin;Jay C. Flippen
26002,Orson Welles,Orson Welles;Akim Tamiroff;Grégoire Aslan;Patricia Medina;Jack Watling
26038,George Seaton,Clark Gable;Doris Day;Gig Young;Mamie Van Doren;Nick Adams
26048,Masaki Kobayashi,Tatsuya Nakadai;Michiyo Aratama;Kokinji Katsura;Jun Tatara;Michirō Minami
26052,Robert Bresson,Martin LaSalle;Marika Green;Jean Pélégri;Dolly Scal;Pierre Leymarie
26059,Mikio Naruse,Hideko Takamine;Masayuki Mori;Reiko Dan;Tatsuya Nakadai;Daisuke Katō
26073,Masaki Kobayashi,Tatsuya Nakadai;Michiyo Aratama;Tamao Nakamura;Yūsuke Kawazu;Chishū Ryū
26078,Otto Preminger,Henry Fonda;Charles Laughton;Don Murray;Walter Pidgeon;Peter Lawford
